"taxon","KCl (500mM)","KCl (1000mM)","KCl (1500mM)","NaCl (250mM)","NaCl (500mM)","NaCl (1000mM)","4°C","16°C","30°C","40°C","Ethanol (5% v/v)","Ethanol 7% v/v","Ethanol 9% v/v","Ethanol 10% v/v","Ethanol 11% v/v","Ethanol 12% v/v","Sulfite (1,5mM)","Sulfite (2,25mM)","Sulfite (3,0mM)","Glucose (46%)","Sorbitol (46%)","Glucose (48%)","Sorbitol (48%)","Glucose (50%)","Sorbitol (50%)","Copper (0.075mM)","Cadmium (0.3mM)","Cadmium (0.4mM)","Cadmium (0.5mM)","Actidione (0,2 mg/L)","Actidione (0,4 mg/L)","Actidione (0,5 mg/L)","Acetic acid (50mM)","Acetic acid (75mM)","Acetic acid (100mM)","Levulinic acid (25mM)","Levulinic acid (50mM)","Levulinic acid (75mM)","Formic acid (25mM)","Formic acid (50mM)","Formic acid (75mM)","Glycerol (20°C)","Melibiose (20°C)","Sorbitol (20°C)","Ethanol (20°C)","Galactose (20°C)","Fructose (20°C)","Sucrose (20°C)","Maltose (20°C)","Maltose (liquid)","Maltotriose (liquid)","Glucose (10°C)","Ethanol (10°C)","Fructose (10°C)","Sucrose (10°C)","Maltose (10°C)","Glucose (39°C)","Ethanol (39°C)","Fructose (39°C)","Sucrose (39°C)","Maltose (39°C)","Lysine","Ethyl propionate","Ethyl butyrate","Ethyl hexanoate","Ethyl octanoate","Ethyl decanoate","Propyl acetate","Isobutyl acetate","Ethyl acetate","Isoamyl acetate","Phenyl ethyl acetate","Phenyl ethanol","Butanol","Isoamyl alcohol","Isobutanol","POF","Acetaldehyde","Flocculation","Ethanol production (%v/v)","Sporulation efficiency","Spore viability"
"BE068",-0.728,-0.521,-0.355,-0.637,-0.62,-0.363,-0.466,-0.294,-0.406,-1.022,-1.263,-1.156,-0.985,-0.814,-0.91,-0.792,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.761,-1.091,-0.78,-0.645,-0.382,-0.341,-0.109,-1.168,-0.793,-0.784,-1.395,-0.745,-0.751,-1.537,-0.632,-1.649,-0.87,-1.471,0.794,0.153,0.448,1.095,-0.48,0.266,0.66,-0.87,-0.967,0.056,-0.525,-1.068,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,-0.822,-0.089,-0.759,-0.373,-0.402,1.837,-1.05,-1.682,-1.219,-1.085,-0.611,-0.402,-1.519,0.092,-0.922,-0.083,1.908,-0.277,-1.223,-0.819
"BE069",0.583,0.687,-0.511,-0.759,-0.62,-0.363,-0.466,0.405,0.128,-1.022,-1.005,-0.667,-0.701,-0.85,-0.91,-0.792,0.251,0.187,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.52,-1.091,-0.78,-0.645,-0.382,-0.341,0.034,-0.816,-0.875,1.357,1.397,-0.836,0.098,-1.537,-0.632,-0.765,-0.605,-1.05,-0.129,0.924,-0.997,1.395,0.94,-0.117,0.651,-0.674,-1.007,-0.707,-0.226,-0.079,0.783,-0.539,0.902,0.944,-1.105,0.191,0.454,0.975,-0.857,-0.339,-0.41,0.701,0.779,0.414,0.576,0.031,0.732,0.052,1.377,3.133,-0.922,-0.368,1.908,-0.735,-0.788,-0.819
"BE070",0.038,-0.634,-1.51,-0.885,-0.62,-0.363,-0.466,-1.246,-0.447,-0.628,-1.182,-0.473,-0.976,-0.802,-0.91,-0.792,-0.601,-0.595,-0.441,-0.633,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.44,-1.091,-0.78,-0.645,-0.382,-0.341,-1.049,-1.237,-0.875,-1.239,-1.454,-0.836,-2.206,-1.537,-0.632,-0.142,-0.61,-0.637,2.02,-0.056,1.916,2.869,1.37,-0.093,0.547,-1.084,0.77,0.315,0.294,1.365,-0.179,-0.539,0.873,0.328,-1.105,0.191,-0.543,-0.146,-0.727,-0.359,-0.403,0.59,-0.831,-1.204,-0.865,-0.761,-0.549,-0.096,-0.733,-1.255,-0.922,0.124,1.285,-0.254,-1.192,-0.819
"BE071",-0.713,-0.905,-1.089,-0.788,-0.62,-0.363,-0.466,0.217,-0.726,-1.022,-1.595,-1.567,-1.081,-0.943,-0.91,-0.792,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.761,-1.091,-0.78,-0.645,-0.382,-0.341,1.396,-0.736,-0.875,-0.934,-1.469,-0.836,-1.03,-0.801,-0.632,-0.998,-1.517,-1.471,1.029,0.316,0.447,1.241,0.19,0.859,1.017,-0.579,-1.007,0.02,-0.42,-1.068,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,-0.621,0.092,-0.661,-0.179,-0.386,2.126,-1.023,-1.723,-1.211,-1.085,-0.861,-0.11,-1.219,-1.255,-0.922,-0.398,0.662,0.04,-1.223,-0.819
"BE072",-0.853,-0.511,0.066,-0.691,-0.62,-0.363,-0.466,0.478,-1.193,-1.022,-0.018,-1.457,-1.081,-0.943,-0.91,-0.792,-1.233,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.761,-1.091,-0.78,-0.645,-0.382,-0.341,1.139,-1.237,-0.875,0.858,1.011,-0.836,-2.206,-1.537,-0.632,-1.649,-0.991,-1.471,-1.208,-0.441,-0.841,-0.252,-0.38,-0.014,0.504,-1.084,-1.007,-0.769,-1.752,-0.366,-1.257,-0.539,-1.66,-1.537,-1.105,-4.007,-0.912,0.241,-0.963,-0.421,-0.416,3.743,-0.592,-1.523,-0.885,-0.453,-0.214,-0.084,-0.259,-1.255,-0.922,-0.113,0.039,-1.275,-1.223,-0.819
"BE073",0.142,0.466,1.256,-0.659,-0.62,-0.363,-0.466,0.326,0.249,-1.022,-0.58,-0.359,-0.997,-0.943,-0.91,-0.792,-1.255,-0.717,-0.441,-0.537,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,0.488,1.237,1.85,-0.645,-0.382,-0.341,-0.728,-0.988,-0.875,-0.737,-1.07,-0.836,-0.897,-1.537,-0.018,-1.649,-1.517,-1.471,0.176,-1.407,-1.321,0.69,-0.27,0.661,0.969,0.013,1.824,-0.469,-0.378,-0.065,-1.215,-0.539,-1.66,-1.537,-1.105,-4.007,-0.06,0.191,-0.873,-0.348,-0.388,-0.028,-0.716,-0.55,-0.839,-0.659,-0.446,-0.288,-0.596,-1.255,-0.922,-0.275,-0.584,-1.674,0.613,-0.819
"BE074",-0.117,-0.129,1.1,-0.885,-0.62,-0.363,-0.466,-0.417,-0.002,-1.022,-0.212,-1.194,-1.081,-0.943,-0.91,-0.792,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.601,-1.091,-0.78,-0.645,-0.382,-0.341,-0.545,-1.237,-0.875,-2.182,-1.551,-0.836,-2.206,-1.537,-0.632,-0.791,-1.162,-1.471,2.743,-0.184,0.615,-0.09,2.31,0.449,0.928,-1.084,-1.007,-1.469,-0.554,1.461,-1.307,-0.539,-1.66,-1.537,-1.105,-4.007,-0.978,0.005,-0.984,-0.467,-0.407,0.202,0.347,-0.415,-0.303,0.034,-0.709,-0.372,-0.987,0.125,1.078,-0.056,0.039,-2.32,-1.223,-0.819
"BE075",-0.598,-0.137,-1.51,-0.691,-0.62,-0.363,-0.44,-1.833,-0.168,1.528,-0.145,-0.552,-0.117,-0.824,-0.036,0.018,-1.33,-0.717,-0.441,0.519,-0.004,1.693,0.764,2.708,1.232,0.83,0.689,0.642,-0.421,-0.645,-0.382,-0.341,-0.06,-1.237,-0.875,-1.65,-0.942,-0.836,-0.444,-1.537,-0.632,1.971,1.756,2.824,1.028,0.092,-0.025,-0.047,0.29,-0.058,0.5,-0.689,-1.007,-0.598,-0.595,-0.194,0.716,-0.539,0.902,0.944,1.498,0.191,0.596,0.184,-0.38,-0.19,-0.385,0.299,-0.411,0.879,-0.474,-0.547,-1.099,-0.251,-1.368,-1.255,1.078,0.152,0.039,-0.911,-1.223,-0.819
"BE076",0.27,-0.432,-1.51,-0.885,-0.62,-0.363,-0.466,-0.528,0.065,-1.022,-1.575,-1.012,-0.965,-0.838,-0.776,-0.792,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-0.182,0.89,1.633,1.97,-0.645,-0.382,-0.341,-0.832,-0.667,-0.875,-1.623,-1.018,-0.656,-0.734,-0.917,-0.632,-0.249,0.154,-0.499,0.71,-0.459,0.128,0.49,-0.05,-0.084,0.468,-0.004,-1.007,-0.542,-0.629,-0.139,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,2.083,0.457,-0.299,0.061,-0.288,0.921,-0.267,1.172,0.514,0.098,-0.638,-0.361,-0.293,-1.255,-0.922,-0.691,-0.584,-0.5,0.177,-0.819
"BE077",0.799,1.588,1.451,-0.626,-0.62,-0.363,-0.466,-0.076,0.893,-1.022,-1.631,-0.842,-1.081,-0.943,-0.91,-0.792,-1.245,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,0.689,1.633,2.209,-0.645,-0.382,-0.341,-0.976,-1.237,-0.875,-0.606,-0.165,-0.771,1.089,-1.537,-0.632,0.094,0.745,-0.019,1.306,0.069,-0.376,0.982,3.18,0.336,0.785,-0.581,0.631,0.298,-0.957,1.295,0.751,-0.539,0.902,0.944,0.196,0.191,2.135,0.752,-0.707,-0.147,-0.388,0.363,-0.51,0.837,-0.315,-0.278,-0.266,-0.063,-0.336,-1.255,1.078,0.002,-0.584,0.145,-1.223,-0.819
"BE078",0.243,0.131,-0.492,-0.885,-0.62,-0.363,0.264,0.168,-0.153,-1.022,-0.954,-1.205,-1.081,-0.943,-0.91,-0.792,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,1.493,0.791,-0.361,-0.645,-0.382,-0.341,0.478,-1.067,-0.875,-0.869,-1.431,-0.836,1.089,-0.836,-0.632,-0.198,0.752,-0.378,-0.931,0.63,-0.576,-0.35,-0.09,-0.069,0.598,0.448,-1.007,-0.808,-0.194,-0.264,0.069,-0.539,0.531,-1.245,-1.105,0.191,0.228,0.176,-0.686,-0.134,-0.394,0.456,-0.277,0.987,-0.024,-0.085,-0.366,-0.21,-0.84,-0.484,1.078,-0.215,0.039,-0.982,-1.223,-0.819
"BE079",0.203,-0.068,0.805,-0.748,-0.62,-0.363,-0.466,0.531,0.123,1.528,-0.139,-0.516,-0.081,-0.679,-0.318,-0.232,0.536,-0.076,-0.441,-0.537,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.52,-1.091,-0.78,-0.645,-0.382,-0.341,-0.14,-1.237,-0.875,-2.182,-0.293,-0.836,-2.206,-1.537,-0.632,-0.781,0.963,-0.092,0.529,0.762,-0.247,0.857,0.28,0.18,0.79,0.397,-1.007,-0.415,-0.148,0.135,1.583,-0.539,0.902,0.944,0.847,0.191,3.047,1.791,-0.348,-0.02,-0.373,0.936,0.626,1.426,0.373,-0.502,-0.71,0.983,2.126,-1.255,-0.922,0.632,0.039,-1.005,0.053,-0.819
"BE080",-0.753,-0.608,-0.183,2.638,2.49,0.286,0.819,-0.233,-0.888,-0.312,-0.74,-0.57,-0.436,-0.273,-0.72,-0.621,0.586,-0.655,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,0.81,0.692,0.954,-0.645,-0.382,-0.341,1.381,0.281,1.761,0.812,0.756,2.491,0.209,0.962,0.623,0.7,0.755,0.885,-0.743,0.245,-0.507,-0.454,-0.7,-0.039,0.63,1.088,-0.262,-0.809,-0.178,-0.706,-0.295,-0.539,-0.454,-0.166,-0.678,0.191,-0.241,1.07,0.963,1.392,1.32,0.282,-0.164,0.597,0.366,0.242,-0.411,0.094,-0.086,-1.255,1.078,-0.623,-0.584,0.826,-1.223,-0.819
"BE081",0.584,0.895,1.162,-0.6,-0.62,-0.363,-0.466,-0.374,-0.304,-1.022,-0.534,-0.71,-0.608,-0.824,-0.759,-0.558,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,1.051,1.93,2.388,-0.645,-0.382,-0.341,0.347,-0.993,-0.875,0.452,-0.612,-0.253,0.715,-0.402,-0.632,-1.097,-1.517,-1.471,0.109,0.164,0.264,0.075,-0.27,0.503,1.001,-0.552,-1.007,-0.594,-0.715,-0.19,1.215,-0.539,0.902,0.944,1.178,0.191,1.577,0.694,0.08,0.352,-0.266,0.736,0.192,0.946,0.067,-0.275,-0.803,-0.053,-0.26,0.214,1.078,-0.533,-0.584,-0.794,0.489,-0.819
"BE082",-0.529,-0.501,-0.403,-0.609,-0.62,-0.363,-0.466,0.16,0.182,-1.022,-0.745,-1.118,-0.979,-0.943,-0.737,-0.699,-1.33,-0.717,-0.441,-0.824,-0.779,-0.61,-0.558,-0.443,-0.451,-1.058,-1.641,-1.091,-0.78,-0.645,-0.382,-0.341,0.275,-1.237,-0.875,-1.344,-1.473,-0.836,-1.182,-1.537,-0.632,-1.069,-1.19,-0.901,0.553,0.642,0.811,0.757,-0.19,0.849,0.959,-1.084,-1.007,-1.469,-0.633,-1.068,-1.307,-0.539,-1.66,-1.537,-1.105,0.191,0.613,0.269,-0.675,-0.132,-0.374,2.16,-0.8,-1.03,-0.951,-0.741,0.378,-0.353,-0.643,-0.149,-0.922,-0.487,1.908,-0.324,-1.223,-0.819
"BE083",-0.68,0.779,3.822,0.23,-0.245,-0.363,1.818,1.551,-0.03,-0.931,0.15,0.187,0.635,0.02,1.967,1.586,1.103,-0.586,-0.441,2.053,2.864,0.606,1.058,-0.138,0.751,-1.058,0.609,-0.844,-0.78,-0.645,-0.382,-0.341,-0.356,-0.049,0.357,0.055,0.863,1.593,-0.471,-0.156,-0.525,0.568,0.929,1.086,2.182,0.954,0.19,1.295,-0.01,0.629,1.017,1.894,1.314,-0.636,-0.493,1.338,-1.194,-0.539,-1.172,-1.264,0.182,0.191,0.173,0.98,0.535,-0.019,-0.342,0.353,0.499,0.533,0.568,0.805,0.6,-0.075,1.055,-1.255,1.078,-0.444,-0.584,1.237,0.209,0.993
"BE084",-0.67,0.477,1.886,-0.015,-0.258,-0.363,1.147,-1.284,-0.563,-1.022,-0.21,-0.296,-0.018,-0.359,1.227,0.993,0.647,-0.717,-0.441,0.519,2.787,-0.162,0.47,-0.138,0.27,-0.921,0.207,-1.091,-0.78,-0.645,-0.382,-0.341,0.032,-0.006,0.003,0.361,0.679,1.097,-0.776,-1.537,-0.039,0.68,1.246,1.304,0.758,0.954,-0.005,0.728,-0.03,0.142,0.89,-0.282,0.891,-0.636,-0.831,1.015,-1.21,-0.539,-1.202,-1.264,-0.724,0.191,0.726,1.697,0.98,0.441,-0.191,1.205,1.104,1.374,1.577,0.928,0.399,0.201,1.336,1.003,1.078,-0.533,-0.584,1.343,0.333,1.308
